playlist_id,track_uri
1,2jsFRGqg1tLH3J6UFiR1Bc
1,4yRPGDmtIWZjhIPcEvPxsF
1,7fQ3PYTYdu208fQ3JEm2U7
1,4I4aQGNJ2HufloNtB65nxR
1,5OkKOkdVTKFrYi6GWXkMzR
1,3QyPsavxL681NX7SPVGd5T
1,78VG6M1i7JQXBdygmWFwye
1,2NqpaHct1cbjo5OMKVgxq1
1,4WUcNkpoNSKoe5MUuyzrfC
1,16pUlUFjyp6BtDtxC0i9ch
1,7DuqCAxfOEKBfQgrnWfHrh
1,2eIk5ky8THuVeQg5Z5eVav
1,01WAKCnVJRRtAjVWvKUR2q
1,1pbx4EutDwb0CGi1CXZzkD
1,71kwIDWJ0xClRjxvIey6D0
1,3YU16osxnEi1e0SvXIt0QW
1,0c6BJFUR8XlckS6oJ4grXm
1,3GVyT9fBXuEkGs1STo2WHZ
1,3WI631zHHQ5PuSMkywWHGT
1,0QoV9nLBwYEU1bA6m61h4F
1,301Sxo2jTQH3CBRka9wEK1
1,7cCp8BxKUp9OmBxmHw5AIr
1,4n6XzZGmeFtzeLmSj7GUR2
1,2Ef24NcyyZAMngL4uQd3xC
1,6XmrbHGyWWdD5fn00lJivE
1,1xsY8IFXUrxeet1Fcmk4oC
1,3HRMOZk689zaR3z6NpEdfu
1,0H5dnOYw1mgdk7yhqpoVJh
1,0NsYgpQcJeg2Wpq6fZkNEN
1,1epO4HLqGdLBYiCNh90f3v
1,1twPe9UfYbbnYS57ku0AWl
1,7a5VuzvBrtbqYT7kNlQlFd
1,39fWaq2IZw9gJ3FOKQWta1
1,60Me9dsAWlF5u5mMr1Uydk
1,5sn5E8HsUitOsC70O26l4i
1,7E3rc13GL2I5wA6CIFXaxs
2,1yFiaFeSLpw4nDYTeErRZ6
2,2zjEMw9kkROEbAxIXk6Ivp
2,1AfYo6cKm3yHsJHdmNoGO1
2,2M865AmlL0eQkQRdaF8lJU
2,3asFGFY3uLjMDmML1p0tYm
2,5NeIONQWJ25uPylJBJiO4c
2,2oaK4JLVnmRGIO9ytBE1bt
2,5u6fnmRO5V0PTl5M2Eekeu
2,1gDRnCCl3s5Lr7rBFYVbRU
2,2PrUKG4kAO27esFEtQu9rL
2,4pmU8AtVu9qU40Xd9zjEfA
2,4bPQs0PHn4xbipzdPfn6du
2,48UPSzbZjgc449aqz8bxox
2,18GC3F8YPGB8CePXcTUizQ
2,1oTo3ijRbaDAtrjJrGAPSw
2,2lXHg7BtTNoP39AezyCSfL
2,0n2RMFCf3wfKJ9h3E3BKO8
2,6xy6jNeNTYwjnKTDzMyHw2
2,4o0NjemqhmsYLIMwlcosvW
2,3mhOmh4tRKsMfnRmgZfeBm
2,6HnZsLUDrG3HTSbh8sq2u3
2,2zvot9pY2FNl1E94kc4K8M
2,39vhxfS20BvWseZh9ldlJO
2,3ZMv9EzGoteNi5Qnx0KpEO
2,1gVgkQFOKa8Wc1HYsJtPdH
2,3kZC0ZmFWrEHdUCmUqlvgZ
2,1UqhkbzB1kuFwt2iy4h29Q
2,0SuG9kyzGRpDqrCWtgD6Lq
2,3ftHrCjsTUPLgI48m67byk
2,0iEIgJHGHLZjo32miuclJL
2,5RRkd5tvtcyMuVuqX9bHgq
2,4E6cwWJWZw2zWf7VFbH7wf
2,1v1cwl3ZwpE8HLIDT1Lmmy
2,39shmbIHICJ2Wxnk1fPSdz
2,2SiXAy7TuUkycRVbbWDEpo
2,2zYzyRzz6pRmhPzyfMEC8s
2,17lu4tymfnhmcIDlzBbtAb
2,5CQ30WqJwcep0pYcV4AMNc
2,7nemcVsXVFZF01iqpIIo2Y
2,6J17MkMmuzBiIOjRH6MOBZ
2,3e0FzZjTXOUtiJGSClOBrI
2,6mFkJmJqdDVQ1REhVfGgd1
2,6PPhp1qpAjLUxQr75vSD4H
2,1GqlvSEtMx5xbGptxOTTyk
2,5xS9hkTGfxqXyxX6wWWTt4
2,2374M0fQpWi3dLnB54qaLX
2,1MoDk4XDqdX25GXaRfXY2O
2,2BD3wYxHdSfQuekfr93XQT
2,26RoyXiOdlxkfFbw4T8lsu
2,6uZzKcAUJhwSMl9sBPtiaL
2,4axsBoCbJOnMtbf4L8pK7a
2,3pi3WlGV7JinOxzqnBkNFi
2,4Sdmlm62m1Rj0BqH1Sc9ox
2,2LC66s0LTw0Z9sH7a9B4nd
2,2wjmeIEBfoOI8kou4Rf86y
2,3k2Zv2luPZHpxfFjGpr4Mm
2,2sxEZAXXUG0eTFZpsCDKR6
2,2f5N826udWfjT9iomeaBJt
2,2fh3bZ8jZhMxOcfESE9nQY
2,3px2rAPu74ltbkf9eZsZ8h
2,6V68ItawQkQlZhYIf1S86C
2,1BECwm5qkaBwlbfo4kpYx8
2,3fwKVZ73y7UUGMyR6rVCRa
2,3pOnMPcGqOcIO4KRjtquTX
2,0BSQyPibTxgGXo1NwNe22C
2,053jEB9UD370G3QMZMSyHc
2,0xer3oYz7xQO8t0Qx6sSMK
2,3ftPxKP4d6SReM1FbvYzFX
2,0yrgyBNDvkFtlYzAoWEfbg
2,2TENWBb30W1TwcROfCjHi9
2,5lVR488uMv7oZBRWQuCxkN
2,7nqIhZXsbOSpB2XlDzlw5q
2,4aRWLGvWYwAa9apqGkq082
2,0wWsTchZIG0Oypf8BDnVMk
2,4bzEnd93dLez0WJxsEoTca
2,39ePU8X2TPdUvYXxXNdprB
2,62hfdATBhYxe6y7vPUhLwn
2,22uzF19LxQW87kOVkR79Fq
2,77yuzxCS3csrgTPSW0pvyk
2,23khhseCLQqVMCIT1WMAns
2,2w3eXFL86RgxGtDr8bzwgK
2,0qksx8mV28lztYIZ1om8ml
2,2mLgOcRkEgq89j8WstUpui
2,3AJwUDP919kvQ9QcozQPxg
2,0CcQNd8CINkwQfe1RDtGV6
2,0tKcYR2II1VCQWT79i5NrW
2,33bURv895AN4FkBvgFo2dx
2,5kRPPEWFJIMox5qIkQkiz5
2,4B1rpPmQXwj78wk6aIGwwU
2,3Dwq1oiOFys6Sxr5SslmXw
2,5Ohxk2dO5COHF1krpoPigN
2,33SNO8AaciGbNaQFkxvPrW
2,0MetWqHYyy7AReauELo4Es
2,17sOQMERbpyTJYav8YLPl8
2,1NKv4O2XQUHFPkniSeyOau
2,5Y1nDHK2sRssiODgho8uMn
2,5BTmXp42wz3lVopyUuSUYv
2,1XxCiPw07rd1ytYnE7SoJI
2,49colNVoLFcMszng9O8w4h
2,48UPSzbZjgc449aqz8bxox
2,1G391cbiT3v3Cywg8T7DM1
2,2aibwv5hGXSgw7Yru8IYTO
2,3bIQIx7hveYPQDdhjZ1kcq
2,2XTkpF9T2PKvcLgamGJGx1
2,6GsP3uMCd0Dn5T37C93waZ
2,0bYDebBlQxsDR4hCgbbpOW
2,78DwRIo6Vj6wqteyerGetr
2,7peh6LUcdNPcMdrSH4JPsM
2,35LDid9nvuYrUyZk5qGD0i
2,1IdTIzkTK6CcpKKgMUGbg7
2,2jdAk8ATWIL3dwT47XpRfu
3,6qn9YLKt13AGvpq9jfO8py
3,70Vdd1gx5tn84jkAU31ASv
3,6mjEABpi5cQ5gqFFOkR1Cc
3,3lPAHV0b53zgRRm9LBgnTY
3,35srNkJVToAzYiZzron1FY
3,3FUsuc24EVByPtjEAS9Mul
3,7gKIt3rDGIMJDFVSPBnGmj
3,44XBLYMVEt5vJcb5qXfQ7V
3,2Adn2LNgkHMH5TelQVAu4n
3,5H4nA6WBNdsqOa4gNNdDCM
3,064NEtcV4JQqGxAtfqvRfI
3,02cO8JBZT4Rx5BJ1qbe2uh
3,6JLcz9UGiVxAmEZXlCucn5
3,2IpGdrWvIZipmaxo1YRxw5
3,6rbeWjEavBHvX2kr6lSogS
3,0jRjPcJ6dHvYgDszZh56Om
3,5A6OHHy73AR5tLxgTc98zz
3,1oHNvJVbFkexQc0BpQp7Y4
3,6YbhspuOar1D9WSSnfe7ds
3,6nR4ZcTk0ma2pUVWhrXXfh
3,28GUjBGqZVcAV4PHSYzkj2
3,3bC1ahPIYt1btJzSSEyyrF
3,0S5eBnwtkuFB0TQTlVqW6C
3,4cS2HQ6jK80vqdY9ofpztx
3,7EOYLyD4pP4YJVgoVeKUQ1
3,62zFEHfAYl5kdHYOivj4BC
3,67WTwafOMgegV6ABnBQxcE
3,4k80K0b6KZ2QjAYkXON7q6
3,1kusepF3AacIEtUTYrw4GV
3,5jPyymL6gQyJNMMnMX1IMx
3,1ms5tNNdPouTtcD2oVF9Oz
3,7wMq5n8mYSKlQIGECKUgTX
3,3jlbL2OTD5YmIunYzgQTAN
3,7ElF5zxOwYP4qVSWVvse3W
3,4TJduXYW1Pg96EDNnfiwxJ
3,0Rz1KXsP4bhGxs0ffySSSn
3,3EwrzRxfHxxsglasqhVGKl
3,3bDGwl0X3EjQmIyFD1uif5
3,2Oehrcv4Kov0SuIgWyQY9e
3,3KliPMvk1EvFZu9cvkj8p1
3,2y4lAQpi5VTNLu2ldeTdUH
3,6g1NlCpW7fgqDnWbCCDrHl
3,2bN0VoXCagktb6yAi9942I
3,3cHyrEgdyYRjgJKSOiOtcS
3,5U8hKxSaDXB8cVeLFQjvwx
3,5l3CML2OnzfNs5RfVgbcLt
3,3kiZ0cCAjRqLOMmaYk22ty
3,67awxiNHNyjMXhVgsHuIrs
3,1IAzD1muglOxOcPbUHs70R
3,2Aebl2cIDLjPUvOJPH8xyH
3,3W3KtDwAIg3mAruSpnfG3Q
3,7fYbFYt7X4FZvuJJC90EX0
3,6jdOi5U5LBzQrc4c1VT983
3,3yx6eryOZgO54bt3B671cn
3,1QJLm4mdmqRkXXbHc4pYWY
3,6RtPijgfPKROxEzTHNRiDp
3,2d8JP84HNLKhmd6IYOoupQ
3,4WjH9Bzt3kx7z8kl0awxh4
3,3z1PqYwMtct2Dm4R9lhWnT
3,3QYXgYgff77dt42xLnhUaf
3,1YLtWXcHSAqh9n35p7NvVD
3,44uPR8hTkZmXh40uIx30WK
3,2ihCaVdNZmnHZWt0fvAM7B
3,37EJtTS7jT5WUyXGZzrwnI
3,0vaf64cpnqM7COUZZkoBig
3,0kmnnk3chw9y2vRFAuk12A
3,3zH9RnVnw2v4TemWU5j6Qz
3,7w3xliKypfv4AZUmhNgQOx
3,7nToEPuB95Y5rsJ3VrH3wQ
3,482d3IfUMhyr6QYq5Yx5Jt
3,2NniAhAtkRACaMeYt48xlD
3,1XGmzt0PVuFgQYYnV2It7A
3,6IcrwGdIvRsrImOnoYfG9Z
3,6RsWqX8zABZLhZydXxEFOm
3,22mek4IiqubGD9ctzxc69s
3,27SdWb2rFzO6GWiYDBTD9j
3,69bp2EbF7Q2rqc5N3ylezZ
3,0bG61MsnxRxRHc007PxA2o
3,3hB5DgAiMAQ4DzYbsMq1IT
4,7kSLdGdXLey7pzLsWpdg1h
4,0VZ9xPNa6ROafP6GYYuv2S
4,1Slwb6dOYkBlWal1PGtnNg
4,6fxVffaTuwjgEk5h9QyRjy
4,3uhBIQ7tv8j1FME8cFGEfG
4,5Db9VIdDsN5yu3Eu7CT0i4
4,0A2J5TumCpT4aJVvQHNEQW
4,3Th56VIq2sEaEmPPETu7p5
4,7xLhousIHDxoGgeJNhO4Ye
4,1lkvpmrCaXK8QtliFDcHBO
4,53QF56cjZA9RTuuMZDrSA6
4,4nVBt6MZDDP6tRVdQTgxJg
4,5vyxXfD5gLlyPxGZMEjtmd
4,6lanRgr6wXibZr8KgzXxBl
4,5QDlXbK2jKOpiShQLO1VKH
4,6vSwxzO2Qf4BinHSXRwZJe
4,4S1PQu6IPLn3KPocEXp0T4
4,0EHJOhOakEiobXo81vegdy
4,6z0QmvSHYCXkv0OozRxBL5
4,224kUkE8bXyMc7oAN2NGlk
4,3rslZj56tsG5jFUQETQWnW
4,199mifEvXQBB457RKL1XmY
4,6QuCKdMsTW8ppnUiFmxJLF
4,3Eqaogon7dKnHLIUXuIPbO
4,6EDyPQRGyaPhNUCjJXR23r
4,3WKg25vrbjJlkhsgl2W4p3
4,1xugsCboIm1yILqpLvH9aD
4,7L605WhF5EGf34ggj87yK6
4,0p1BcEcYVO3uk4KDf3gzkY
4,5SgB8MKtOLeqvrR0salGx5
4,7iocNjLrxPHLl8njgRlv5U
4,0AGAl2fZLAoGxGd5dO77Cp
4,6hhf00Gt7XVfmKvdoNWvHm
4,6V2YYyhYPOZmmTb4VulWaP
4,7M2xnxyzqeB41c1mfFIksc
4,53HB1g6s1QxxXMPNQdmWTs
4,6gPujw0l6G9hJw8YlRTol9
4,5pJN0yrWfQtHJEuThonuPa
4,4eYaDRhiL5iesFp2EuoODr
4,0KHGoo7FwwOXphwViJjyIl
4,40PLavI2NvHX8KB0zP3oJN
4,6Br4baYuVyuNOmQRhuMqFI
4,2N6I3slzcRXW7pUw2x30qL
4,6xaK9bRXih3clnE0ehYyPx
4,7kHtevKASh6mdoUzXhXgC6
4,1EhfVJ9WfSr1JwjZ7peBHz
4,3piY5aMfwEEmXMV6I9kpoi
4,2iXdwVdzA0KrI2Q0iZNJbX
4,4JWZTNlLBlNoa5t7qn1M8i
4,53Pgsvu3qSYO2aXt5J2vcL
4,6zYqyOJuyXDOvWJwKkZ8tg
4,0o5kndUS5eMqa6Xwf8HnVO
4,3Ghurxz2heyVVuPS0rBe4A
4,6JmCMk2G9ejpoGyHXq7gTA
4,0z9UVN8VBHJ9HdfYsOuuNf
4,1ojOsS0Xx9CGjufFGJuaJG
4,1e7HQG3E9nsK5JiwsHtVdu
4,4N08JL3mT9NlVkpXKd6663
4,6bULW27vOJoGOHH2EcxI0o
4,7qGs04WzvjC3YqOck55YRE
4,6tdmRNacIxxdjMmS9jBUNs
4,1MQTPiAPGHdMFVYUYWGOb3
4,7IhO8szvxcU9Ug35fkOq4V
4,4Pt2aOG6KETMQp5mukYhD3
4,2JQzyk7RMzBmQewg0IJ0zj
4,1SyLXPm2RkbX1UjS1eTmlQ
4,1eBk1yNinU0VgY79rcshYa
4,0V3OSpgJp5SC8FWtU6JlYO
4,3BbFaTU6gn737u33dhbMFc
4,2wOlzAM8LYJKLRdORMw56e
4,11WRDlysGPHghmIxC1dnbF
4,1UuOMHaUkkL2uQYWwv8ehG
4,4mTQ8ffyEr1qG7IpgRRFJG
4,435kGXFzCdIT7O3qlR34zw
4,5VWmMZCfJ4yVkJw9ZLFXej
4,7l1qvxWjxcKpB9PCtBuTbU
4,1le5KVGTF1xWf2aUj7ruLy
4,6wQSrFnJYm3evLsavFeCVT
4,2oOssCqBMGu1bXSFF8DQyf
4,1WP1r7fuvRqZRnUaTi2I1Q
4,1DSB8em9HN8HO9frWdh7qd
4,2ZNowcE7ehJYEkChoRjSx0
4,1c9LBfX0klXJscJAYDI0Ea
4,1INC537rOIf9M1OJL8QASz
4,69hwHdKl4Y1HusAutt3W6q
4,2Bsnj9KAmtYz8PW9RImef7
4,5sF7hdYvhrcgNq8NZjfK8L
4,4LduFQwF11Mno3x9FsfoJH
4,3s6nfqfT6kyLBT10vs0M4l
4,0tZqXCvOx44WKqcgEZtIRl
4,44Y7sLVnDebyXtdkbY9zMx
4,43wOnyLJcwYfKVNxXZWPDz
4,24yNdBBZiYgQpnP0wutIZy
4,6vSforRhuzsA0D0SO9fG1S
4,11bD1JtSjlIgKgZG2134DZ
4,2qLMf6TuEC3ruGJg4SMMN6
4,3S0OXQeoh0w6AY8WQVckRW
4,4oa14QBfWRDfJy2agySy0L
4,5rwq6R0Uq0BngM3rdmCeNg
4,5WwqdeavrQrbeAMDxGawse
4,2YlZnw2ikdb837oKMKjBkW
4,5T5Iamf5NNSGMNWzDkqKZf
4,5QUZUmPs9QyppmLZSJkREr
4,1dUzvXWFPxb4NcjcOUst37
4,2UORsaluUZXiMvkkkedDTJ
4,7f48TzNLW3R611zF0WMVOj
4,5k5fWendNngd89O8JKoE8L
4,0zMzyHAeMvwq5CRstru1Fp
4,3XFkhxO5jo2hBOWNzIQ9UB
4,2P8QqrZ42YNP8Ao5uRMLO0
4,4vePE79zJShD1QIedYcEgn
4,3C5in0EVdoGepp5bA6lhlE
4,31FNXsAGwHzjTlLkmuUwk1
4,1npdBQWjE8idyDXl5YVuWB
4,3ZdViln9Auq1pw1UrUIkV3
4,7faQiBLuTTOUUs8rNoA5ml
4,5hICdR3subXsu8K5RNr1g0
4,36cpdosXo6ckJaVusYVPle
4,2ZHmUFJRXfowfWv64nr7yA
4,2JXnsuFhfVgLHPL1mp3xdW
4,3vOmmLuvEUgGaVuRsCs2QF
4,71pa4bKxO1QHetRxhGo86P
4,6EIVLz5xM1xE29r0OmIkWt
4,0MQWivCeDcykRzehcAsaYm
4,4Bo6FwC7Oe9zywSZc6q7hO
4,3xHlAhbeIWMWhkMy6qCnLH
4,2PCTrOWob0vs0io6pfGOYS
4,4QOJF00kfJNF5qqM4U669Z
4,7hn8Q8WAxFdL4aZ159GI7C
4,2fdd8W8eTym1gWO1dl1nxo
4,7rWq6WfZNwilZgRvZUw6CQ
4,2wQXkkBkDvhmkIApcBGhIB
4,6IcW4DU2N6KbHcAnD6OuLJ
4,0DuPnnknCFFRW8BqjpA9jL
4,2LaWwQW77N6RhMApuOXKVz
4,2BUB9GGz9STZP8HbzXwrCi
4,0n2Yqb5MY2i5tLSf1eC2hD
4,1HJgSNe5aZ8lPCsTut0ypn
4,5V7wCuOI9z4QlfIOajHQOY
4,0JrUe8prXoPZCPWrOueVeS
4,7oVu69qVukOA97k3M54WQI
4,1Hn9dbsZcrXEnIW0aCr9wf
4,5K6hd3xPsV40FLcdiiRo7Q
4,2EqgkjbI3eGN3yrUb7GOxL
4,3Ohmv4c3ALc2VvwpQzCuIx
4,66wcVLKH22sb3eyeWm7CmX
4,18pXfYoiPGTYdZLWwjqdGW
4,0Mq0reDcNpgmQkjHfzpJrp
4,1Fu5HACCHTceqO5iVtZ0Uo
4,4B4OLVl5FkHvGTMfNxb3i9
4,71qNRlNDnPahvATE7Zl4Nw
4,64JEPeStrjsxwTQRC7NiZg
4,5CsL8xv6nDbpchuuehskBy
4,08ZoUUKj54w1EFmySoA1M2
4,3zRmjBDJoAFOmH5pYoaU50
4,7fEfH6kqMu1Gjes7yi5BHO
4,6H0uuwheIoLSBLUBGeA08W
4,4hhnby0ACYDu0cCMenkcmw
4,5s7sqEQlrcfGMVnyoPn0Qh
4,1oj4KLsbYhvfHFnhdb3twP
4,1RVZWyGvr21bynlmOUX9xn
4,0UQAkAVNk3tubJYlOHyG3q
4,55qmtyvnYHkLsnEZGzrj8C
4,0AX6pLXtyR2vPLv2KYErAg
4,3Bbbz0IGORWZSLf9UqsAL4
4,0aDmZSsj0OqOcscNlsASlm
4,5h1mm1R9Jy531CbvptILX7
4,4IbOPxstIn2KbdlWf5xRZ0
4,7BrvQkvxl4owj4E6UKL5O3
4,63vDapuD9YrVj4ldj4GxVp
4,5C2UdIg39R0vZXpJaQmtWI
4,3CiaffWBlCdbdHLXI9Q8ZU
4,1wUIZxOjVBq9Pej00DwAbs
4,3kHVxAwaN7EWo8yG6YK28u
4,0qTmZRMXPkkzJ9Jv0GQNdi
4,4QlkcNoRHTNHmhtNp8Lt6V
4,1HpDep9SLdtvtgMVDyuszc
4,47GEYVSoEW9lqLWQaPdrlQ
4,4YxasvLUGRnXxHt7m7vUqM
4,4VZdQQkofrVRppOSo7W6vX
4,0MoFkllQdZtXijUDnwSMtm
4,26h6qDR3KtieqIWgnveqmC
4,7I1a30gW4kSszeM7p60ANL
4,1q7J7tBxuGT1neJvp7fEXv
4,3I09LQbHS3NSU46Ly3tPpR
4,2YaDdaM7JTVqEPUSy9wAPh
4,2oqZBBjKNMfl9sdhnvCYgB
4,2m2neHY8NvToPYO1H0XCkq
4,4wLZ4zPM9c4oe1VV8ejdWV
4,242x0kB2MzkyihRPUWCzAN
4,2e4FBygHA19B233VpRmEMC
4,1NnBOnFPFdYJdauawQt5bN
4,06SUI39R57c9Jm3l3r6Iyo
4,04XRimcx9QuSrtUvWpdkmS
4,3axj7Y0XGbrS6PQ2pXFwvC
4,36iZr5SC8qowAel5GaZSgz
4,4t5ZKs0xMESWicljP2uBEl
4,1B8RSIxmwcjad7XUJjeCK2
4,0mvkwaZMP2gAy2ApQLtZRv
4,1JVf7tzhspVTRrRHxiJhD5
4,1i3QDZbA9jVI7Lg1DA122c
4,3wwXUFIYX044Tqiy3AFpLO
4,0dJ9ijnTaxtBQA2tWsCnZB
4,6l8tOyMl3Hige13zDSVtzF
4,7EBAGLLkK2qdtwZ0l1bOnV
4,62tLfE21g2SBxApaBvJ9r1
4,5xEfTvJm1WvxaSEo4XSbEs
4,4DNfZAso4sNpBvLD7Xw1lL
4,1mqXsilUXcXQAMSx19zLEb
4,02QwHNesGgFUpcRBosNdd5
4,5PuHiwDiwitBEY5YcQku4V
4,4rJf8qvgpxz9U3lmu5TXcR
4,2HxUg38XUDQGFD89NOINMa
4,0RKWU3hF0xNGS5RJXAtzF5
4,7tFDcSoYHk54Fc5oqM2Zii
4,7aAR2TeWi6bnYeatkyYT0n
4,2p07VcUwRZ5sru3mJ0JogS
4,5wkeuyd8h0oEbfE1Zop8Bt
4,1A0ikIo9hqyp2D3SHxsLk4
4,47eSqU2GuNCDUMF57b3SXJ
4,2iGxYKuANKbNzfbfzDCXcx
4,20Y6MNDyaBRpFrQ1Dt5CNF
4,1JY9hsqLWZ3JB3K39Ve1xF
4,5cZGhpVaQz7poF3On0bIRd
4,6WZRJoYxnqshV9kXJPJxIu
4,5k1DdUo8o4SxAW7PeBkCw6
4,0AfI5jDm8txqX0HfNHb4S0
4,3OAkZ3lhYDqFONuvMD71D2
4,7osb1eYuVpKsKJDMe6bodj
4,2O2ga7ghNAQCaXAqVdJJdl
5,7wdzLe2Gsx1RGqbvYZHASz
5,3uya2Ph2zB84JMR28vqWK0
5,1hWYT0w2R0J19rlVkiez7X
5,6IcrwGdIvRsrImOnoYfG9Z
5,3eugyVn5IDhOAR0PW19Q98
5,0O3TAouZE4vL9dM5SyxgvH
5,4NTWZqvfQTlOMitlVn6tew
5,5BvSj9CWEgLHcvNC7D51un
5,5kP1a41uG3wbgum7Xpo4pr
5,2GtaNlidzvK3hY78kCdsHa
5,5H39b80WRuNFDFGDX0058o
5,5PXhYXlPf6CCGrSeZEmJZH
5,6nDAs3PRe37fgqLfx51lBB
5,1RUTIdTnFs8lHSc0Zr4UJB
5,2xLV7fBXitj87f59CWhVNq
5,3jJf7wEY4HaLFPVUyGNFMO
5,4KozGhbYbcVPTJN2XhAAng
5,2UnhwzQ50JjvUt1a5EKcou
5,1Ws1rBUfLO54dFYTr6jsJm
5,4V8uu21mnpyg7BElNNJdPs
5,73QZ6guw6RTWn3d6hJWzbX
5,7nqhFb3g7ZtzOEV2QwvyBI
5,5oBzet0pFpm9tEz5pUmdK1
5,0PBhlL4qyNfeJsulaK2Sov
5,4r9PuFJSgK6Fi4LEOBCshS
5,4ia0bq2D0F5zR4gpA92vfN
5,0O986IRZ2rL3qGH5QiD4ZO
5,7dltD9eEX7X1zk8JJ9BS0e
5,7GROCpMOO2hLPVqWaMpZAF
5,1FsH6OZCKLWbBgqj8JcCvO
5,6MJtJ9rIIOyAnhaReWVPzk
5,1IoN2puG9Z2hFlM7VbR1Nk
5,0ua0Go4NN4Td7l0Zre6Ce3
5,7ALEBJ8LOQqXVJ2tqnXtoH
5,28GUjBGqZVcAV4PHSYzkj2
5,5xpmdbQcfIOsE1hACcC3UK
5,32cQeY533XTAc4L6fzcIgG
5,1cdC9TCqyLwAlsw3fVJaJS
5,2HbKqm4o0w5wEeEFXm2sD4
5,50M2QjfSM82wkJ1d0iV4mh
5,6YbhspuOar1D9WSSnfe7ds
5,22L7bfCiAkJo5xGSQgmiIO
5,3lwrebzX6n6v4zP5DOqBKc
5,6XkuklKiHYVTlVvWlTgQYP
5,7sg5Cjtw6rXfJ9j8UbYU7K
5,7yMiX7n9SBvadzox8T5jzT
5,23SZWX2IaDnxmhFsSLvkG2
5,4kCvpSVa2XQUiarE7EE5Fs
5,2LEF1A8DOZ9wRYikWgVlZ8
5,0O3TAouZE4vL9dM5SyxgvH
5,4xMBL6zax57S2EHzI2Vloy
5,6g0lA3tckAh7LlkifNvN87
5,4PWY72AubTjoZrohQt0pWn
6,2Z9bH4gLDBcDsGbQudl8i5
6,3qHzSBZ4gVVZZmV3XB089s
6,4kK14radw0XfwxJDPt9tnP
6,1LfWibYjk0TD8YNPtzym9A
6,3E2Zh20GDCR9B1EYjfXWyv
6,09AeUCeHSGqiriX1eyxacz
6,7yJZe3smdhrKZEHKTQ9QEu
6,0S5EEpFAHcT7cm5XOASc29
6,3FvV3j98xtcylQF1drDc9j
6,2aksifNn5ph8igDOkPBA02
6,0UyCF0hctdZJomjdzDibPB
6,2ShSP9Ix7yg6sECSY14hw7
6,3MZjOGeXhpHbQ9ESMNFFnH
6,4C8J2S0YHVwqdEmMLHhsXy
7,70GTVr12vcjw7LQycKbUPh
7,2nK7zsu0mAPT0Hq8Tpfe2E
7,6zYqyOJuyXDOvWJwKkZ8tg
7,3AJwUDP919kvQ9QcozQPxg
7,4UuVbsWwTyfJ6CcNOCtzBe
7,7iIpvpJDEGgqU1wg4f9Tnm
7,37vGZEfsxj1SWOAiPz9qXc
7,6jlgnaFD0xYZJ92cvskgFc
7,3USei2Ja58VV6yOypYNjfN
7,6MhN9dG2M9ttnmPDIRmjYF
7,5n4OuxuViGp1DlMAv04gl3
7,70GTVr12vcjw7LQycKbUPh
7,5wY85J5Ao45CF5wwd0uUf6
8,2XROisAOV5glP0OADwOwDL
8,3ZK8icmaq8PMW686smPDVL
8,567EwOGPAXg7Y9DQZTEFEE
